日期,小时(0-23),站点编号,借出量,归还量
2025-04-10,15,S009,6,4
2025-04-10,15,S010,9,6
2025-04-10,15,S011,8,6
2025-04-10,15,S012,6,8
2025-04-10,15,S013,7,8
2025-04-10,15,S014,5,7
2025-04-10,15,S015,7,8
2025-04-10,15,S016,10,4
2025-04-10,15,S017,7,5
2025-04-10,15,S018,10,5
2025-04-10,15,S019,1,1
2025-04-10,15,S020,4,4
2025-04-10,15,S021,5,5
2025-04-10,15,S022,5,7
2025-04-10,15,S023,0,4
2025-04-10,15,S024,4,6
2025-04-10,15,S025,4,5
2025-04-10,15,S026,3,6
2025-04-10,15,S027,7,7
2025-04-10,15,S028,7,6
2025-04-10,15,S029,4,5
2025-04-10,15,S030,4,2
2025-04-10,16,S001,12,9
2025-04-10,16,S002,10,12
2025-04-10,16,S003,10,9
2025-04-10,16,S004,8,8
2025-04-10,16,S005,15,11
2025-04-10,16,S006,6,7
2025-04-10,16,S007,11,12
2025-04-10,16,S008,7,9
2025-04-10,16,S009,7,8
2025-04-10,16,S010,7,8
2025-04-10,16,S011,9,5
2025-04-10,16,S012,4,7
2025-04-10,16,S013,5,6
2025-04-10,16,S014,8,9
2025-04-10,16,S015,10,9
2025-04-10,16,S016,4,7
2025-04-10,16,S017,4,5
2025-04-10,16,S018,6,4
2025-04-10,16,S019,1,4
2025-04-10,16,S020,2,6
2025-04-10,16,S021,6,4
2025-04-10,16,S022,3,7
2025-04-10,16,S023,2,1
2025-04-10,16,S024,5,8
2025-04-10,16,S025,5,2
2025-04-10,16,S026,3,7
2025-04-10,16,S027,4,6
2025-04-10,16,S028,7,5
2025-04-10,16,S029,4,1
2025-04-10,16,S030,3,5
2025-04-10,17,S001,20,20
2025-04-10,17,S002,28,26
2025-04-10,17,S003,28,22
2025-04-10,17,S004,16,16
2025-04-10,17,S005,20,20
2025-04-10,17,S006,20,20
2025-04-10,17,S007,20,20
2025-04-10,17,S008,16,16
2025-04-10,17,S009,25,26
2025-04-10,17,S010,18,20
2025-04-10,17,S011,20,20
2025-04-10,17,S012,24,16
2025-04-10,17,S013,16,16
2025-04-10,17,S014,22,28
2025-04-10,17,S015,16,16
2025-04-10,17,S016,17,27
2025-04-10,17,S017,13,16
2025-04-10,17,S018,14,17
2025-04-10,17,S019,15,14
2025-04-10,17,S020,17,18
2025-04-10,17,S021,17,14
2025-04-10,17,S022,11,14
2025-04-10,17,S023,15,11
2025-04-10,17,S024,16,16
2025-04-10,17,S025,18,16
2025-04-10,17,S026,15,17
2025-04-10,17,S027,14,11
2025-04-10,17,S028,15,15
2025-04-10,17,S029,16,19
2025-04-10,17,S030,18,10
2025-04-10,18,S001,20,20
2025-04-10,18,S002,32,32
2025-04-10,18,S003,29,29
2025-04-10,18,S004,16,16
2025-04-10,18,S005,20,20
2025-04-10,18,S006,20,20
2025-04-10,18,S007,20,20
2025-04-10,18,S008,16,16
2025-04-10,18,S009,22,26
2025-04-10,18,S010,20,20
2025-04-10,18,S011,18,19
2025-04-10,18,S012,26,17
2025-04-10,18,S013,16,16
2025-04-10,18,S014,22,19
2025-04-10,18,S015,16,16
2025-04-10,18,S016,22,15
2025-04-10,18,S017,17,16
2025-04-10,18,S018,15,15
2025-04-10,18,S019,14,11
2025-04-10,18,S020,18,14
2025-04-10,18,S021,14,18
2025-04-10,18,S022,15,16
2025-04-10,18,S023,11,12
2025-04-10,18,S024,15,16
2025-04-10,18,S025,14,18
2025-04-10,18,S026,17,15
2025-04-10,18,S027,14,13
2025-04-10,18,S028,14,13
2025-04-10,18,S029,17,9
2025-04-10,18,S030,17,7
2025-04-10,19,S001,20,20
2025-04-10,19,S002,30,28
2025-04-10,19,S003,30,39
2025-04-10,19,S004,16,16
2025-04-10,19,S005,20,20
2025-04-10,19,S006,20,20
2025-04-10,19,S007,20,20
2025-04-10,19,S008,16,16
2025-04-10,19,S009,21,26
2025-04-10,19,S010,20,20
2025-04-10,19,S011,20,20
2025-04-10,19,S012,22,24
2025-04-10,19,S013,16,16
2025-04-10,19,S014,22,14
2025-04-10,19,S015,16,16
2025-04-10,19,S016,18,28
2025-04-10,19,S017,16,16
2025-04-10,19,S018,16,11
2025-04-10,19,S019,14,16
2025-04-10,19,S020,17,15
2025-04-10,19,S021,13,19
2025-04-10,19,S022,17,20
2025-04-10,19,S023,12,13
2025-04-10,19,S024,15,14
2025-04-10,19,S025,16,17
2025-04-10,19,S026,17,11
2025-04-10,19,S027,16,14
2025-04-10,19,S028,14,12
2025-04-10,19,S029,14,19
2025-04-10,19,S030,16,15
2025-04-10,20,S001,9,12
2025-04-10,20,S002,11,11
2025-04-10,20,S003,11,9
2025-04-10,20,S004,9,8
2025-04-10,20,S005,11,13
2025-04-10,20,S006,9,13
2025-04-10,20,S007,14,10
2025-04-10,20,S008,8,11
2025-04-10,20,S009,6,7
2025-04-10,20,S010,3,9
2025-04-10,20,S011,8,7
2025-04-10,20,S012,10,8
2025-04-10,20,S013,9,9
2025-04-10,20,S014,7,7
2025-04-10,20,S015,5,7
2025-04-10,20,S016,4,4
2025-04-10,20,S017,3,5
2025-04-10,20,S018,3,8
2025-04-10,20,S019,6,4
2025-04-10,20,S020,7,4
2025-04-10,20,S021,4,3
2025-04-10,20,S022,9,4
2025-04-10,20,S023,3,4
2025-04-10,20,S024,6,7
2025-04-10,20,S025,4,5
2025-04-10,20,S026,7,3
2025-04-10,20,S027,5,3
2025-04-10,20,S028,0,7
2025-04-10,20,S029,6,1
2025-04-10,20,S030,7,8
2025-04-10,21,S001,12,12
2025-04-10,21,S002,10,13
2025-04-10,21,S003,8,6
2025-04-10,21,S004,9,11
2025-04-10,21,S005,12,11
2025-04-10,21,S006,10,9
2025-04-10,21,S007,13,12
2025-04-10,21,S008,11,11
2025-04-10,21,S009,6,6
2025-04-10,21,S010,6,9
2025-04-10,21,S011,8,5
2025-04-10,21,S012,8,7
2025-04-10,21,S013,5,7
2025-04-10,21,S014,7,9
2025-04-10,21,S015,5,7
2025-04-10,21,S016,8,7
2025-04-10,21,S017,8,6
2025-04-10,21,S018,5,2
2025-04-10,21,S019,3,5
2025-04-10,21,S020,2,5
2025-04-10,21,S021,7,6
2025-04-10,21,S022,6,5
2025-04-10,21,S023,6,6
2025-04-10,21,S024,5,9
2025-04-10,21,S025,4,4
2025-04-10,21,S026,6,6
2025-04-10,21,S027,5,7
2025-04-10,21,S028,6,6
2025-04-10,21,S029,8,8
2025-04-10,21,S030,5,6
2025-04-10,22,S001,8,10
2025-04-10,22,S002,9,8
2025-04-10,22,S003,9,7
2025-04-10,22,S004,6,10
2025-04-10,22,S005,6,11
2025-04-10,22,S006,13,7
2025-04-10,22,S007,8,8
2025-04-10,22,S008,9,9
2025-04-10,22,S009,10,9
2025-04-10,22,S010,6,8
2025-04-10,22,S011,5,8
2025-04-10,22,S012,9,6
2025-04-10,22,S013,5,7
2025-04-10,22,S014,9,6
2025-04-10,22,S015,10,7
2025-04-10,22,S016,7,7
2025-04-10,22,S017,5,4
2025-04-10,22,S018,3,8
2025-04-10,22,S019,5,5
2025-04-10,22,S020,6,7
2025-04-10,22,S021,6,6
2025-04-10,22,S022,8,2
2025-04-10,22,S023,7,3
2025-04-10,22,S024,2,9
2025-04-10,22,S025,5,5
2025-04-10,22,S026,5,5
2025-04-10,22,S027,4,5
2025-04-10,22,S028,6,2
2025-04-10,22,S029,5,6
2025-04-10,22,S030,5,2
2025-04-10,23,S001,9,11
2025-04-10,23,S002,12,14
2025-04-10,23,S003,8,12
2025-04-10,23,S004,7,12
2025-04-10,23,S005,10,11
2025-04-10,23,S006,12,11
2025-04-10,23,S007,9,10
2025-04-10,23,S008,12,9
2025-04-10,23,S009,8,6
2025-04-10,23,S010,9,7
2025-04-10,23,S011,7,6
2025-04-10,23,S012,8,8
2025-04-10,23,S013,7,7
2025-04-10,23,S014,10,8
2025-04-10,23,S015,9,7
2025-04-10,23,S016,5,4
2025-04-10,23,S017,9,3
2025-04-10,23,S018,8,4
2025-04-10,23,S019,4,7
2025-04-10,23,S020,3,6
2025-04-10,23,S021,9,4
2025-04-10,23,S022,4,5
2025-04-10,23,S023,5,4
2025-04-10,23,S024,4,1
2025-04-10,23,S025,4,6
2025-04-10,23,S026,5,3
2025-04-10,23,S027,7,2
2025-04-10,23,S028,6,5
2025-04-10,23,S029,9,4
2025-04-10,23,S030,7,3
2025-04-11,0,S001,0,0
2025-04-11,0,S002,0,1
2025-04-11,0,S003,0,1
2025-04-11,0,S004,2,1
2025-04-11,0,S005,3,0
2025-04-11,0,S006,2,0
2025-04-11,0,S007,0,0
2025-04-11,0,S008,2,0
2025-04-11,0,S009,3,0
2025-04-11,0,S010,0,1
2025-04-11,0,S011,0,0
2025-04-11,0,S012,2,1
2025-04-11,0,S013,0,2
2025-04-11,0,S014,3,1
2025-04-11,0,S015,1,1
2025-04-11,0,S016,4,0
2025-04-11,0,S017,0,1
2025-04-11,0,S018,6,1
2025-04-11,0,S019,3,1
2025-04-11,0,S020,2,0
2025-04-11,0,S021,0,2
2025-04-11,0,S022,1,0
2025-04-11,0,S023,1,1
2025-04-11,0,S024,0,1
2025-04-11,0,S025,1,2
2025-04-11,0,S026,0,0
2025-04-11,0,S027,0,2
2025-04-11,0,S028,2,3
2025-04-11,0,S029,0,0
2025-04-11,0,S030,2,0
2025-04-11,1,S001,0,2
2025-04-11,1,S002,4,0
2025-04-11,1,S003,0,3
2025-04-11,1,S004,2,1
2025-04-11,1,S005,2,1
2025-04-11,1,S006,1,3
2025-04-11,1,S007,0,1
2025-04-11,1,S008,0,0
2025-04-11,1,S009,0,0
2025-04-11,1,S010,3,2
2025-04-11,1,S011,3,1
2025-04-11,1,S012,2,0
2025-04-11,1,S013,0,0
2025-04-11,1,S014,2,1
2025-04-11,1,S015,3,1
2025-04-11,1,S016,2,1
2025-04-11,1,S017,0,2
2025-04-11,1,S018,0,0
2025-04-11,1,S019,1,3
2025-04-11,1,S020,0,0
2025-04-11,1,S021,0,1
2025-04-11,1,S022,2,0
2025-04-11,1,S023,0,1
2025-04-11,1,S024,0,4
2025-04-11,1,S025,0,0
2025-04-11,1,S026,1,1
2025-04-11,1,S027,0,0
2025-04-11,1,S028,2,1
2025-04-11,1,S029,0,0
2025-04-11,1,S030,2,2
2025-04-11,2,S001,1,0
2025-04-11,2,S002,0,1
2025-04-11,2,S003,1,0
2025-04-11,2,S004,1,1
2025-04-11,2,S005,4,2
2025-04-11,2,S006,4,0
2025-04-11,2,S007,0,0
2025-04-11,2,S008,1,1
2025-04-11,2,S009,0,0
2025-04-11,2,S010,2,0
2025-04-11,2,S011,4,2
2025-04-11,2,S012,2,0
2025-04-11,2,S013,1,2
2025-04-11,2,S014,0,0
2025-04-11,2,S015,0,3
2025-04-11,2,S016,0,0
2025-04-11,2,S017,3,3
2025-04-11,2,S018,1,0
2025-04-11,2,S019,1,1
2025-04-11,2,S020,0,0
2025-04-11,2,S021,1,0
2025-04-11,2,S022,1,0
2025-04-11,2,S023,0,3
2025-04-11,2,S024,0,2
2025-04-11,2,S025,0,0
2025-04-11,2,S026,0,0
2025-04-11,2,S027,4,0
2025-04-11,2,S028,0,0
2025-04-11,2,S029,0,0
2025-04-11,2,S030,1,1
2025-04-11,3,S001,2,3
2025-04-11,3,S002,0,0
2025-04-11,3,S003,0,3
2025-04-11,3,S004,1,1
2025-04-11,3,S005,2,0
2025-04-11,3,S006,1,0
2025-04-11,3,S007,0,0
2025-04-11,3,S008,2,0
2025-04-11,3,S009,0,0
2025-04-11,3,S010,0,0
2025-04-11,3,S011,0,0
2025-04-11,3,S012,1,1
2025-04-11,3,S013,0,1
2025-04-11,3,S014,0,1
2025-04-11,3,S015,2,0
2025-04-11,3,S016,0,4
2025-04-11,3,S017,2,0
2025-04-11,3,S018,0,1
2025-04-11,3,S019,1,1
2025-04-11,3,S020,2,0
2025-04-11,3,S021,2,0
2025-04-11,3,S022,0,0
2025-04-11,3,S023,0,1
2025-04-11,3,S024,0,2
2025-04-11,3,S025,3,1
2025-04-11,3,S026,0,1
2025-04-11,3,S027,1,0
2025-04-11,3,S028,3,1
2025-04-11,3,S029,1,0
2025-04-11,3,S030,0,0
2025-04-11,4,S001,0,0
2025-04-11,4,S002,0,1
2025-04-11,4,S003,3,1
2025-04-11,4,S004,0,1
2025-04-11,4,S005,3,4
2025-04-11,4,S006,0,0
2025-04-11,4,S007,0,0
2025-04-11,4,S008,0,2
2025-04-11,4,S009,0,0
2025-04-11,4,S010,2,0
2025-04-11,4,S011,2,1
2025-04-11,4,S012,3,0
2025-04-11,4,S013,0,1
2025-04-11,4,S014,0,0
2025-04-11,4,S015,2,0
2025-04-11,4,S016,3,0
2025-04-11,4,S017,0,0
2025-04-11,4,S018,0,0
2025-04-11,4,S019,3,0
2025-04-11,4,S020,0,1
2025-04-11,4,S021,0,1
2025-04-11,4,S022,2,0
2025-04-11,4,S023,1,0
2025-04-11,4,S024,0,0
2025-04-11,4,S025,1,0
2025-04-11,4,S026,0,0
2025-04-11,4,S027,1,0
2025-04-11,4,S028,0,0
2025-04-11,4,S029,0,2
2025-04-11,4,S030,0,0
2025-04-11,5,S001,0,1
2025-04-11,5,S002,0,3
2025-04-11,5,S003,3,0
2025-04-11,5,S004,0,0
2025-04-11,5,S005,1,2
2025-04-11,5,S006,1,2
2025-04-11,5,S007,0,4
2025-04-11,5,S008,1,0
2025-04-11,5,S009,1,0
2025-04-11,5,S010,6,0
2025-04-11,5,S011,1,0
2025-04-11,5,S012,0,0
2025-04-11,5,S013,2,2
2025-04-11,5,S014,0,0
2025-04-11,5,S015,0,3
2025-04-11,5,S016,4,1
2025-04-11,5,S017,0,0
2025-04-11,5,S018,3,1
2025-04-11,5,S019,0,1
2025-04-11,5,S020,0,1
2025-04-11,5,S021,0,1
2025-04-11,5,S022,1,0
2025-04-11,5,S023,0,0
2025-04-11,5,S024,0,0
2025-04-11,5,S025,3,1
2025-04-11,5,S026,0,3
2025-04-11,5,S027,0,0
2025-04-11,5,S028,2,1
2025-04-11,5,S029,0,0
2025-04-11,5,S030,2,1
2025-04-11,6,S001,10,7
2025-04-11,6,S002,12,9
2025-04-11,6,S003,8,10
2025-04-11,6,S004,13,11
2025-04-11,6,S005,8,9
2025-04-11,6,S006,8,11
2025-04-11,6,S007,12,8
2025-04-11,6,S008,10,11
2025-04-11,6,S009,9,12
2025-04-11,6,S010,5,5
2025-04-11,6,S011,3,8
2025-04-11,6,S012,5,8
2025-04-11,6,S013,3,8
2025-04-11,6,S014,5,7
2025-04-11,6,S015,8,7
2025-04-11,6,S016,9,3
2025-04-11,6,S017,5,6
2025-04-11,6,S018,6,4
2025-04-11,6,S019,5,6
2025-04-11,6,S020,3,5
2025-04-11,6,S021,2,9
2025-04-11,6,S022,4,3
2025-04-11,6,S023,5,8
2025-04-11,6,S024,3,6
2025-04-11,6,S025,5,6
2025-04-11,6,S026,7,3
2025-04-11,6,S027,8,2
2025-04-11,6,S028,5,5
2025-04-11,6,S029,2,3
2025-04-11,6,S030,7,4
2025-04-11,7,S001,20,20
2025-04-11,7,S002,38,40
2025-04-11,7,S003,33,40
2025-04-11,7,S004,16,16
2025-04-11,7,S005,20,20
2025-04-11,7,S006,20,20
2025-04-11,7,S007,20,20
2025-04-11,7,S008,16,16
2025-04-11,7,S009,26,22
2025-04-11,7,S010,20,20
2025-04-11,7,S011,20,20
2025-04-11,7,S012,24,22
2025-04-11,7,S013,16,16
2025-04-11,7,S014,25,26
2025-04-11,7,S015,16,16
2025-04-11,7,S016,27,20
2025-04-11,7,S017,17,18
2025-04-11,7,S018,20,14
2025-04-11,7,S019,19,18
2025-04-11,7,S020,17,11
2025-04-11,7,S021,17,19
2025-04-11,7,S022,13,20
2025-04-11,7,S023,16,14
2025-04-11,7,S024,16,12
2025-04-11,7,S025,19,17
2025-04-11,7,S026,17,24
2025-04-11,7,S027,16,16
2025-04-11,7,S028,17,22
2025-04-11,7,S029,19,22
2025-04-11,7,S030,18,14
2025-04-11,8,S001,20,20
2025-04-11,8,S002,32,34
2025-04-11,8,S003,35,32
2025-04-11,8,S004,16,16
2025-04-11,8,S005,20,20
2025-04-11,8,S006,20,20
2025-04-11,8,S007,20,20
2025-04-11,8,S008,16,16
2025-04-11,8,S009,21,26
2025-04-11,8,S010,20,20
2025-04-11,8,S011,20,20
2025-04-11,8,S012,25,26
2025-04-11,8,S013,16,16
2025-04-11,8,S014,23,32
2025-04-11,8,S015,16,16
2025-04-11,8,S016,26,30
2025-04-11,8,S017,17,20
2025-04-11,8,S018,15,15
2025-04-11,8,S019,19,12
2025-04-11,8,S020,18,13
2025-04-11,8,S021,15,12
2025-04-11,8,S022,15,20
2025-04-11,8,S023,16,14
2025-04-11,8,S024,16,16
2025-04-11,8,S025,20,17
2025-04-11,8,S026,19,12
2025-04-11,8,S027,16,15
2025-04-11,8,S028,18,16
2025-04-11,8,S029,15,19
2025-04-11,8,S030,18,16
2025-04-11,9,S001,20,20
2025-04-11,9,S002,36,32
2025-04-11,9,S003,33,32
2025-04-11,9,S004,16,16
2025-04-11,9,S005,20,20
2025-04-11,9,S006,20,20
2025-04-11,9,S007,20,20
2025-04-11,9,S008,16,16
2025-04-11,9,S009,25,18
2025-04-11,9,S010,20,20
2025-04-11,9,S011,20,20
2025-04-11,9,S012,24,30
2025-04-11,9,S013,16,16
2025-04-11,9,S014,24,20
2025-04-11,9,S015,16,16
2025-04-11,9,S016,24,27
2025-04-11,9,S017,16,19
2025-04-11,9,S018,15,14
2025-04-11,9,S019,17,20
2025-04-11,9,S020,18,13
2025-04-11,9,S021,15,14
2025-04-11,9,S022,18,20
2025-04-11,9,S023,16,14
2025-04-11,9,S024,14,16
2025-04-11,9,S025,16,17
2025-04-11,9,S026,16,17
2025-04-11,9,S027,16,16
2025-04-11,9,S028,17,14
2025-04-11,9,S029,17,24
2025-04-11,9,S030,18,17
2025-04-11,10,S001,9,7
2025-04-11,10,S002,12,11
2025-04-11,10,S003,8,7
2025-04-11,10,S004,9,7
2025-04-11,10,S005,10,8
2025-04-11,10,S006,8,9
2025-04-11,10,S007,7,10
2025-04-11,10,S008,11,7
2025-04-11,10,S009,10,8
2025-04-11,10,S010,5,8
2025-04-11,10,S011,7,9
2025-04-11,10,S012,9,10
2025-04-11,10,S013,7,8
2025-04-11,10,S014,8,6
2025-04-11,10,S015,7,8
2025-04-11,10,S016,9,6
2025-04-11,10,S017,4,6
2025-04-11,10,S018,3,5
2025-04-11,10,S019,4,6
2025-04-11,10,S020,5,6
2025-04-11,10,S021,5,3
2025-04-11,10,S022,6,5
2025-04-11,10,S023,9,4
2025-04-11,10,S024,7,3
2025-04-11,10,S025,1,5
2025-04-11,10,S026,6,5
2025-04-11,10,S027,9,6
2025-04-11,10,S028,7,4
2025-04-11,10,S029,3,3
2025-04-11,10,S030,4,6
2025-04-11,11,S001,17,17
2025-04-11,11,S002,17,15
2025-04-11,11,S003,19,20
2025-04-11,11,S004,16,16
2025-04-11,11,S005,16,20
2025-04-11,11,S006,20,20
2025-04-11,11,S007,17,20
2025-04-11,11,S008,16,16
2025-04-11,11,S009,14,14
2025-04-11,11,S010,17,11
2025-04-11,11,S011,12,16
2025-04-11,11,S012,15,13
2025-04-11,11,S013,11,9
2025-04-11,11,S014,13,10
2025-04-11,11,S015,15,11
2025-04-11,11,S016,13,16
2025-04-11,11,S017,8,11
2025-04-11,11,S018,7,8
2025-04-11,11,S019,4,15
2025-04-11,11,S020,8,6
2025-04-11,11,S021,8,12
2025-04-11,11,S022,9,5
2025-04-11,11,S023,9,10
2025-04-11,11,S024,9,11
2025-04-11,11,S025,5,8
2025-04-11,11,S026,9,9
2025-04-11,11,S027,6,10
2025-04-11,11,S028,8,9
2025-04-11,11,S029,10,8
2025-04-11,11,S030,8,10
2025-04-11,12,S001,18,16
2025-04-11,12,S002,20,22
2025-04-11,12,S003,20,22
2025-04-11,12,S004,16,16
2025-04-11,12,S005,19,19
2025-04-11,12,S006,17,19
2025-04-11,12,S007,17,19
2025-04-11,12,S008,16,16
2025-04-11,12,S009,12,12
2025-04-11,12,S010,13,8
2025-04-11,12,S011,12,18
2025-04-11,12,S012,9,11
2025-04-11,12,S013,11,8
2025-04-11,12,S014,10,11
2025-04-11,12,S015,12,9
2025-04-11,12,S016,13,13
2025-04-11,12,S017,11,10
2025-04-11,12,S018,10,8
2025-04-11,12,S019,9,11
2025-04-11,12,S020,11,10
2025-04-11,12,S021,9,11
2025-04-11,12,S022,9,5
2025-04-11,12,S023,9,5
2025-04-11,12,S024,10,11
2025-04-11,12,S025,10,8
2025-04-11,12,S026,6,9
2025-04-11,12,S027,7,9
2025-04-11,12,S028,7,9
2025-04-11,12,S029,12,9
2025-04-11,12,S030,10,9
2025-04-11,13,S001,19,16
2025-04-11,13,S002,16,25
2025-04-11,13,S003,19,19
2025-04-11,13,S004,16,16
2025-04-11,13,S005,16,20
2025-04-11,13,S006,18,20
2025-04-11,13,S007,20,20
2025-04-11,13,S008,16,16
2025-04-11,13,S009,13,12
2025-04-11,13,S010,12,15
2025-04-11,13,S011,13,11
2025-04-11,13,S012,8,14
2025-04-11,13,S013,12,15
2025-04-11,13,S014,11,15
2025-04-11,13,S015,11,11
2025-04-11,13,S016,11,14
2025-04-11,13,S017,9,10
2025-04-11,13,S018,5,9
2025-04-11,13,S019,10,6
2025-04-11,13,S020,12,10
2025-04-11,13,S021,8,13
2025-04-11,13,S022,9,10
2025-04-11,13,S023,9,6
2025-04-11,13,S024,8,6
2025-04-11,13,S025,10,8
2025-04-11,13,S026,14,9
2025-04-11,13,S027,9,11
2025-04-11,13,S028,11,11
2025-04-11,13,S029,10,13
2025-04-11,13,S030,10,6
2025-04-11,14,S001,4,8
2025-04-11,14,S002,10,11
2025-04-11,14,S003,6,9
2025-04-11,14,S004,9,7
2025-04-11,14,S005,11,12
2025-04-11,14,S006,11,8
2025-04-11,14,S007,8,12
2025-04-11,14,S008,10,14
2025-04-11,14,S009,5,9
2025-04-11,14,S010,6,7
2025-04-11,14,S011,8,8
2025-04-11,14,S012,10,4
2025-04-11,14,S013,8,9
2025-04-11,14,S014,5,5
2025-04-11,14,S015,7,5
2025-04-11,14,S016,6,8
2025-04-11,14,S017,6,9
2025-04-11,14,S018,5,4
2025-04-11,14,S019,8,7
2025-04-11,14,S020,8,4
2025-04-11,14,S021,5,4
2025-04-11,14,S022,7,0
2025-04-11,14,S023,2,5
2025-04-11,14,S024,4,4
2025-04-11,14,S025,6,6
2025-04-11,14,S026,4,5
2025-04-11,14,S027,9,7
2025-04-11,14,S028,5,6
2025-04-11,14,S029,4,9
2025-04-11,14,S030,6,5
2025-04-11,15,S001,11,13
2025-04-11,15,S002,12,8
2025-04-11,15,S003,10,11
2025-04-11,15,S004,12,10
2025-04-11,15,S005,11,11
2025-04-11,15,S006,9,10
2025-04-11,15,S007,9,5
2025-04-11,15,S008,9,9
2025-04-11,15,S009,5,6
2025-04-11,15,S010,4,7
2025-04-11,15,S011,7,6
2025-04-11,15,S012,6,6
2025-04-11,15,S013,6,7
2025-04-11,15,S014,8,7
2025-04-11,15,S015,10,6
2025-04-11,15,S016,9,10
2025-04-11,15,S017,4,5
2025-04-11,15,S018,6,7
2025-04-11,15,S019,5,8
2025-04-11,15,S020,2,4
2025-04-11,15,S021,5,5
2025-04-11,15,S022,1,7
2025-04-11,15,S023,2,5
2025-04-11,15,S024,3,4
2025-04-11,15,S025,7,2
2025-04-11,15,S026,6,3
2025-04-11,15,S027,7,6
2025-04-11,15,S028,6,5
2025-04-11,15,S029,9,2
2025-04-11,15,S030,2,6
2025-04-11,16,S001,8,10
2025-04-11,16,S002,9,6
2025-04-11,16,S003,7,11
2025-04-11,16,S004,8,14
2025-04-11,16,S005,13,11
2025-04-11,16,S006,12,12
2025-04-11,16,S007,7,9
2025-04-11,16,S008,10,8
2025-04-11,16,S009,6,8
2025-04-11,16,S010,7,6
2025-04-11,16,S011,7,4
2025-04-11,16,S012,6,10
2025-04-11,16,S013,7,7
2025-04-11,16,S014,5,7
2025-04-11,16,S015,8,12
2025-04-11,16,S016,9,8
2025-04-11,16,S017,8,6
2025-04-11,16,S018,6,3
2025-04-11,16,S019,5,2
2025-04-11,16,S020,5,5
2025-04-11,16,S021,9,6
2025-04-11,16,S022,6,6
2025-04-11,16,S023,4,7
2025-04-11,16,S024,6,7
2025-04-11,16,S025,3,4
2025-04-11,16,S026,2,3
2025-04-11,16,S027,8,5
2025-04-11,16,S028,6,5
2025-04-11,16,S029,5,5
2025-04-11,16,S030,6,5
2025-04-11,17,S001,20,20
2025-04-11,17,S002,28,27
2025-04-11,17,S003,28,23
2025-04-11,17,S004,16,16
2025-04-11,17,S005,20,20
2025-04-11,17,S006,20,20
2025-04-11,17,S007,20,20
2025-04-11,17,S008,16,16
2025-04-11,17,S009,19,17
2025-04-11,17,S010,20,19
2025-04-11,17,S011,20,17
2025-04-11,17,S012,21,27
2025-04-11,17,S013,16,16
2025-04-11,17,S014,21,18
2025-04-11,17,S015,16,16
2025-04-11,17,S016,21,24
2025-04-11,17,S017,14,14
2025-04-11,17,S018,13,7
2025-04-11,17,S019,13,13
2025-04-11,17,S020,12,10
2025-04-11,17,S021,15,15
2025-04-11,17,S022,15,12
2025-04-11,17,S023,13,8
2025-04-11,17,S024,16,10
2025-04-11,17,S025,15,18
2025-04-11,17,S026,15,19
2025-04-11,17,S027,13,12
2025-04-11,17,S028,15,21
2025-04-11,17,S029,12,11
2025-04-11,17,S030,15,11
2025-04-11,18,S001,20,20
2025-04-11,18,S002,26,21
2025-04-11,18,S003,29,24
2025-04-11,18,S004,16,16
2025-04-11,18,S005,20,20
2025-04-11,18,S006,20,20
2025-04-11,18,S007,20,20
2025-04-11,18,S008,16,16
2025-04-11,18,S009,20,24
2025-04-11,18,S010,18,20
2025-04-11,18,S011,20,20
2025-04-11,18,S012,22,23
2025-04-11,18,S013,16,16
2025-04-11,18,S014,23,25
2025-04-11,18,S015,16,16
2025-04-11,18,S016,24,27
2025-04-11,18,S017,15,16
2025-04-11,18,S018,17,21
2025-04-11,18,S019,16,19
2025-04-11,18,S020,17,9
2025-04-11,18,S021,16,16
2025-04-11,18,S022,17,10
2025-04-11,18,S023,16,16
2025-04-11,18,S024,16,13
2025-04-11,18,S025,14,15
2025-04-11,18,S026,11,16
2025-04-11,18,S027,12,11
2025-04-11,18,S028,15,16
2025-04-11,18,S029,14,12
2025-04-11,18,S030,17,18
2025-04-11,19,S001,20,20
2025-04-11,19,S002,31,37
2025-04-11,19,S003,32,27
2025-04-11,19,S004,16,16
2025-04-11,19,S005,20,20
2025-04-11,19,S006,20,20
2025-04-11,19,S007,20,20
2025-04-11,19,S008,16,16
2025-04-11,19,S009,22,21
2025-04-11,19,S010,20,16
2025-04-11,19,S011,20,17
2025-04-11,19,S012,22,15
2025-04-11,19,S013,16,16
2025-04-11,19,S014,18,26
2025-04-11,19,S015,16,16
2025-04-11,19,S016,21,22
2025-04-11,19,S017,14,15
2025-04-11,19,S018,15,14
2025-04-11,19,S019,15,19
2025-04-11,19,S020,15,19
2025-04-11,19,S021,12,14
2025-04-11,19,S022,18,18
2025-04-11,19,S023,14,14
2025-04-11,19,S024,16,14
2025-04-11,19,S025,16,21
2025-04-11,19,S026,15,20
2025-04-11,19,S027,11,9
2025-04-11,19,S028,15,15
2025-04-11,19,S029,13,15
2025-04-11,19,S030,14,18
2025-04-11,20,S001,12,14
2025-04-11,20,S002,10,15
2025-04-11,20,S003,12,7
2025-04-11,20,S004,8,11
2025-04-11,20,S005,9,11
2025-04-11,20,S006,8,9
2025-04-11,20,S007,11,10
2025-04-11,20,S008,12,10
2025-04-11,20,S009,5,7
2025-04-11,20,S010,4,5
2025-04-11,20,S011,10,3
